region_1,region_2,carrier_1,parameter,timestep_2,value
AT,AT,electricity,dem,d296,4.587170439
BE,BE,electricity,dem,d296,5.53291466
BG,BG,electricity,dem,d296,3.4398092
CH,CH,electricity,dem,d296,9.377794749
CZ,CZ,electricity,dem,d296,5.070718636
DK,DK,electricity,dem,d296,4.606879614
ES,ES,electricity,dem,d296,26.5478193
FI,FI,electricity,dem,d296,2.237473721
FR,FR,electricity,dem,d296,48.61829655
GR,GR,electricity,dem,d296,5.321618541
HR,HR,electricity,dem,d296,1.9526498
HU,HU,electricity,dem,d296,2.80195222
IE,IE,electricity,dem,d296,2.664289789
IT,IT,electricity,dem,d296,15.05431479
LU,LU,electricity,dem,d296,0.67966684
NL,NL,electricity,dem,d296,7.879744461
NO,NO,electricity,dem,d296,10.38793532
PL,PL,electricity,dem,d296,16.91025082
PT,PT,electricity,dem,d296,4.951772302
RO,RO,electricity,dem,d296,5.24984194
SE,SE,electricity,dem,d296,11.8714082
SI,SI,electricity,dem,d296,0.948098186
SK,SK,electricity,dem,d296,2.032229817
UK,UK,electricity,dem,d296,31.26934048
EE,EE,electricity,dem,d296,0.74302109
LT,LT,electricity,dem,d296,0.506238148
LV,LV,electricity,dem,d296,0.652255627
NONEU_Balkan,NONEU_Balkan,electricity,dem,d296,4.485845655
TR,TR,electricity,dem,d296,21.77784282
AT,AT,electricity,dem,d297,4.594458365
BE,BE,electricity,dem,d297,5.466142065
BG,BG,electricity,dem,d297,3.424591505
CH,CH,electricity,dem,d297,8.891759469
CZ,CZ,electricity,dem,d297,5.060700217
DK,DK,electricity,dem,d297,4.535153494
ES,ES,electricity,dem,d297,26.65284575
FI,FI,electricity,dem,d297,2.142071728
FR,FR,electricity,dem,d297,49.06565356
GR,GR,electricity,dem,d297,5.343329416
HR,HR,electricity,dem,d297,1.963079643
HU,HU,electricity,dem,d297,3.2986718
IE,IE,electricity,dem,d297,2.720507403
IT,IT,electricity,dem,d297,14.81689116
LU,LU,electricity,dem,d297,0.666550542
NL,NL,electricity,dem,d297,7.777961858
NO,NO,electricity,dem,d297,10.35503762
PL,PL,electricity,dem,d297,17.12260539
PT,PT,electricity,dem,d297,5.082916468
RO,RO,electricity,dem,d297,5.260192272
SE,SE,electricity,dem,d297,11.80479936
SI,SI,electricity,dem,d297,0.958106242
SK,SK,electricity,dem,d297,2.037381612
UK,UK,electricity,dem,d297,32.42401794
EE,EE,electricity,dem,d297,0.722510612
LT,LT,electricity,dem,d297,0.506073222
LV,LV,electricity,dem,d297,0.639304205
NONEU_Balkan,NONEU_Balkan,electricity,dem,d297,4.473470379
TR,TR,electricity,dem,d297,21.86669098
AT,AT,electricity,dem,d298,4.444545047
BE,BE,electricity,dem,d298,5.490164447
BG,BG,electricity,dem,d298,3.515538767
CH,CH,electricity,dem,d298,8.688897324
CZ,CZ,electricity,dem,d298,4.998848609
DK,DK,electricity,dem,d298,4.405765199
ES,ES,electricity,dem,d298,26.12411103
FI,FI,electricity,dem,d298,2.186958696
FR,FR,electricity,dem,d298,48.33712711
GR,GR,electricity,dem,d298,5.313075784
HR,HR,electricity,dem,d298,1.929651779
HU,HU,electricity,dem,d298,3.349738144
IE,IE,electricity,dem,d298,2.671326153
IT,IT,electricity,dem,d298,14.54942339
LU,LU,electricity,dem,d298,0.675219876
NL,NL,electricity,dem,d298,7.865712155
NO,NO,electricity,dem,d298,10.89151375
PL,PL,electricity,dem,d298,16.98472719
PT,PT,electricity,dem,d298,4.915782712
RO,RO,electricity,dem,d298,5.238264901
SE,SE,electricity,dem,d298,11.92314106
SI,SI,electricity,dem,d298,0.930444382
SK,SK,electricity,dem,d298,2.012770317
UK,UK,electricity,dem,d298,30.99923892
EE,EE,electricity,dem,d298,0.704386573
LT,LT,electricity,dem,d298,0.496243676
LV,LV,electricity,dem,d298,0.629996328
NONEU_Balkan,NONEU_Balkan,electricity,dem,d298,4.472747378
TR,TR,electricity,dem,d298,21.742883
AT,AT,electricity,dem,d299,3.526970195
BE,BE,electricity,dem,d299,4.789095951
BG,BG,electricity,dem,d299,3.304357359
CH,CH,electricity,dem,d299,7.623187568
CZ,CZ,electricity,dem,d299,4.305180123
DK,DK,electricity,dem,d299,3.862099962
ES,ES,electricity,dem,d299,23.21025067
FI,FI,electricity,dem,d299,2.057669197
FR,FR,electricity,dem,d299,42.24497533
GR,GR,electricity,dem,d299,4.98944216
HR,HR,electricity,dem,d299,1.778353604
HU,HU,electricity,dem,d299,3.045694634
IE,IE,electricity,dem,d299,2.431283538
IT,IT,electricity,dem,d299,12.64482629
LU,LU,electricity,dem,d299,0.591985281
NL,NL,electricity,dem,d299,6.77109554
NO,NO,electricity,dem,d299,9.994735317
PL,PL,electricity,dem,d299,15.32397915
PT,PT,electricity,dem,d299,4.282138917
RO,RO,electricity,dem,d299,4.644845843
SE,SE,electricity,dem,d299,10.60165338
SI,SI,electricity,dem,d299,0.83907642
SK,SK,electricity,dem,d299,1.825749984
UK,UK,electricity,dem,d299,27.6313088
EE,EE,electricity,dem,d299,0.64201666
LT,LT,electricity,dem,d299,0.452307581
LV,LV,electricity,dem,d299,0.564320681
NONEU_Balkan,NONEU_Balkan,electricity,dem,d299,4.472438804
TR,TR,electricity,dem,d299,20.41846598
AT,AT,electricity,dem,d300,3.423145631
BE,BE,electricity,dem,d300,4.488466122
BG,BG,electricity,dem,d300,3.241010114
CH,CH,electricity,dem,d300,7.615464043
CZ,CZ,electricity,dem,d300,4.160355455
DK,DK,electricity,dem,d300,4.155708255
ES,ES,electricity,dem,d300,21.1621756
FI,FI,electricity,dem,d300,1.955960846
FR,FR,electricity,dem,d300,39.98437465
GR,GR,electricity,dem,d300,4.634799744
HR,HR,electricity,dem,d300,1.657341247
HU,HU,electricity,dem,d300,2.86148885
IE,IE,electricity,dem,d300,2.304922173
IT,IT,electricity,dem,d300,10.86584171
LU,LU,electricity,dem,d300,0.537363982
NL,NL,electricity,dem,d300,6.4871349
NO,NO,electricity,dem,d300,9.606591753
PL,PL,electricity,dem,d300,13.75641557
PT,PT,electricity,dem,d300,3.971083409
RO,RO,electricity,dem,d300,4.355189873
SE,SE,electricity,dem,d300,10.33924627
SI,SI,electricity,dem,d300,0.816164576
SK,SK,electricity,dem,d300,1.7551551
UK,UK,electricity,dem,d300,26.56899332
EE,EE,electricity,dem,d300,0.613411638
LT,LT,electricity,dem,d300,0.431922816
LV,LV,electricity,dem,d300,0.536733847
NONEU_Balkan,NONEU_Balkan,electricity,dem,d300,4.473784043
TR,TR,electricity,dem,d300,18.96715061
AT,AT,electricity,dem,d301,4.425882508
BE,BE,electricity,dem,d301,5.279563856
BG,BG,electricity,dem,d301,3.402231543
CH,CH,electricity,dem,d301,8.703182428
CZ,CZ,electricity,dem,d301,4.371627073
DK,DK,electricity,dem,d301,4.588127687
ES,ES,electricity,dem,d301,25.83998936
FI,FI,electricity,dem,d301,2.130989771
FR,FR,electricity,dem,d301,48.09563706
GR,GR,electricity,dem,d301,4.51855217
HR,HR,electricity,dem,d301,1.894609254
HU,HU,electricity,dem,d301,3.300231311
IE,IE,electricity,dem,d301,2.300084673
IT,IT,electricity,dem,d301,13.90196063
LU,LU,electricity,dem,d301,0.660756012
NL,NL,electricity,dem,d301,7.810381323
NO,NO,electricity,dem,d301,10.56694569
PL,PL,electricity,dem,d301,16.40928545
PT,PT,electricity,dem,d301,4.804665307
RO,RO,electricity,dem,d301,5.104860617
SE,SE,electricity,dem,d301,11.6659675
SI,SI,electricity,dem,d301,0.899124755
SK,SK,electricity,dem,d301,1.974947986
UK,UK,electricity,dem,d301,31.17113908
EE,EE,electricity,dem,d301,0.691293406
LT,LT,electricity,dem,d301,0.490504276
LV,LV,electricity,dem,d301,0.62240306
NONEU_Balkan,NONEU_Balkan,electricity,dem,d301,4.546885263
TR,TR,electricity,dem,d301,18.49142666
AT,AT,electricity,dem,d302,4.590053824
BE,BE,electricity,dem,d302,5.483732224
BG,BG,electricity,dem,d302,3.383999022
CH,CH,electricity,dem,d302,9.085531093
CZ,CZ,electricity,dem,d302,5.211319013
DK,DK,electricity,dem,d302,4.604394983
ES,ES,electricity,dem,d302,26.14794289
FI,FI,electricity,dem,d302,2.13557288
FR,FR,electricity,dem,d302,51.14215473
GR,GR,electricity,dem,d302,5.254362028
HR,HR,electricity,dem,d302,1.933710253
HU,HU,electricity,dem,d302,3.374139907
IE,IE,electricity,dem,d302,2.656227289
IT,IT,electricity,dem,d302,14.7165704
LU,LU,electricity,dem,d302,0.676657279
NL,NL,electricity,dem,d302,7.971341546
NO,NO,electricity,dem,d302,10.68352134
PL,PL,electricity,dem,d302,16.95969079
PT,PT,electricity,dem,d302,4.892424259
RO,RO,electricity,dem,d302,5.17148609
SE,SE,electricity,dem,d302,11.77901222
SI,SI,electricity,dem,d302,0.90821837
SK,SK,electricity,dem,d302,1.997774005
UK,UK,electricity,dem,d302,32.26104866
EE,EE,electricity,dem,d302,0.694711819
LT,LT,electricity,dem,d302,0.492450394
LV,LV,electricity,dem,d302,0.608104446
NONEU_Balkan,NONEU_Balkan,electricity,dem,d302,4.581030391
TR,TR,electricity,dem,d302,21.50260668
AT,AT,electricity,dem,d303,4.638685405
BE,BE,electricity,dem,d303,5.595114689
BG,BG,electricity,dem,d303,3.319682726
CH,CH,electricity,dem,d303,8.94404705
CZ,CZ,electricity,dem,d303,5.310247334
DK,DK,electricity,dem,d303,4.565156577
ES,ES,electricity,dem,d303,26.40463021
FI,FI,electricity,dem,d303,2.200167216
FR,FR,electricity,dem,d303,53.19110523
GR,GR,electricity,dem,d303,5.361170091
HR,HR,electricity,dem,d303,1.910188558
HU,HU,electricity,dem,d303,3.40303673
IE,IE,electricity,dem,d303,2.754846324
IT,IT,electricity,dem,d303,14.82340127
LU,LU,electricity,dem,d303,0.651008626
NL,NL,electricity,dem,d303,7.966599594
NO,NO,electricity,dem,d303,11.03340244
PL,PL,electricity,dem,d303,17.10405551
PT,PT,electricity,dem,d303,4.919993091
RO,RO,electricity,dem,d303,5.154503878
SE,SE,electricity,dem,d303,12.16420163
SI,SI,electricity,dem,d303,0.896432233
SK,SK,electricity,dem,d303,2.018534206
UK,UK,electricity,dem,d303,32.85140203
EE,EE,electricity,dem,d303,0.71628652
LT,LT,electricity,dem,d303,0.493670841
LV,LV,electricity,dem,d303,0.629537058
NONEU_Balkan,NONEU_Balkan,electricity,dem,d303,4.618648422
TR,TR,electricity,dem,d303,21.93970099
AT,AT,electricity,dem,d304,4.52350893
BE,BE,electricity,dem,d304,5.523463231
BG,BG,electricity,dem,d304,3.475305191
CH,CH,electricity,dem,d304,8.970430064
CZ,CZ,electricity,dem,d304,5.361795097
DK,DK,electricity,dem,d304,4.655072066
ES,ES,electricity,dem,d304,25.98895826
FI,FI,electricity,dem,d304,2.230058251
FR,FR,electricity,dem,d304,54.12328975
GR,GR,electricity,dem,d304,5.379624334
HR,HR,electricity,dem,d304,1.925986061
HU,HU,electricity,dem,d304,3.358086116
IE,IE,electricity,dem,d304,2.724648596
IT,IT,electricity,dem,d304,14.48747971
LU,LU,electricity,dem,d304,0.677600574
NL,NL,electricity,dem,d304,8.034099823
NO,NO,electricity,dem,d304,11.15377042
PL,PL,electricity,dem,d304,16.84522736
PT,PT,electricity,dem,d304,4.947818207
RO,RO,electricity,dem,d304,5.256703827
SE,SE,electricity,dem,d304,12.47529663
SI,SI,electricity,dem,d304,0.743517267
SK,SK,electricity,dem,d304,1.990479881
UK,UK,electricity,dem,d304,32.60618478
EE,EE,electricity,dem,d304,0.714254822
LT,LT,electricity,dem,d304,0.483297041
LV,LV,electricity,dem,d304,0.618361481
NONEU_Balkan,NONEU_Balkan,electricity,dem,d304,4.66034711
TR,TR,electricity,dem,d304,22.01522193
AT,AT,electricity,dem,d305,3.586476906
BE,BE,electricity,dem,d305,4.757350526
BG,BG,electricity,dem,d305,3.506745523
CH,CH,electricity,dem,d305,8.813635671
CZ,CZ,electricity,dem,d305,5.199730756
DK,DK,electricity,dem,d305,4.473834693
ES,ES,electricity,dem,d305,22.55812077
FI,FI,electricity,dem,d305,2.188966098
FR,FR,electricity,dem,d305,47.98330584
GR,GR,electricity,dem,d305,5.435600633
HR,HR,electricity,dem,d305,1.618807561
HU,HU,electricity,dem,d305,2.750518931
IE,IE,electricity,dem,d305,2.715450017
IT,IT,electricity,dem,d305,11.00683437
LU,LU,electricity,dem,d305,0.548683528
NL,NL,electricity,dem,d305,7.994688399
NO,NO,electricity,dem,d305,10.94300313
PL,PL,electricity,dem,d305,12.78640329
PT,PT,electricity,dem,d305,4.984247142
RO,RO,electricity,dem,d305,5.293658347
SE,SE,electricity,dem,d305,12.1339739
SI,SI,electricity,dem,d305,0.667567808
SK,SK,electricity,dem,d305,1.791829754
UK,UK,electricity,dem,d305,32.63297739
EE,EE,electricity,dem,d305,0.716351018
LT,LT,electricity,dem,d305,0.404578205
LV,LV,electricity,dem,d305,0.622586768
NONEU_Balkan,NONEU_Balkan,electricity,dem,d305,4.651324396
TR,TR,electricity,dem,d305,22.24429566
AT,AT,electricity,dem,d306,3.710712204
BE,BE,electricity,dem,d306,4.812440105
BG,BG,electricity,dem,d306,3.264913381
CH,CH,electricity,dem,d306,7.829125452
CZ,CZ,electricity,dem,d306,4.531265301
DK,DK,electricity,dem,d306,3.90354172
ES,ES,electricity,dem,d306,22.80847404
FI,FI,electricity,dem,d306,2.007126673
FR,FR,electricity,dem,d306,45.9975291
GR,GR,electricity,dem,d306,5.251294187
HR,HR,electricity,dem,d306,1.762250625
HU,HU,electricity,dem,d306,2.883107955
IE,IE,electricity,dem,d306,2.525028424
IT,IT,electricity,dem,d306,11.33149344
LU,LU,electricity,dem,d306,0.555690865
NL,NL,electricity,dem,d306,7.063330402
NO,NO,electricity,dem,d306,10.59031632
PL,PL,electricity,dem,d306,13.99360879
PT,PT,electricity,dem,d306,4.389265614
RO,RO,electricity,dem,d306,4.879990062
SE,SE,electricity,dem,d306,11.26986693
SI,SI,electricity,dem,d306,0.756852875
SK,SK,electricity,dem,d306,1.796394958
UK,UK,electricity,dem,d306,29.41324626
EE,EE,electricity,dem,d306,0.634696097
LT,LT,electricity,dem,d306,0.418299988
LV,LV,electricity,dem,d306,0.565943436
NONEU_Balkan,NONEU_Balkan,electricity,dem,d306,4.605317565
TR,TR,electricity,dem,d306,21.49005205
AT,AT,electricity,dem,d307,3.571174531
BE,BE,electricity,dem,d307,4.699197984
BG,BG,electricity,dem,d307,3.26943562
CH,CH,electricity,dem,d307,7.545405519
CZ,CZ,electricity,dem,d307,4.407619171
DK,DK,electricity,dem,d307,3.985206361
ES,ES,electricity,dem,d307,21.49213995
FI,FI,electricity,dem,d307,2.018593611
FR,FR,electricity,dem,d307,45.41008939
GR,GR,electricity,dem,d307,4.840675472
HR,HR,electricity,dem,d307,1.701242593
HU,HU,electricity,dem,d307,2.917447778
IE,IE,electricity,dem,d307,2.406289787
IT,IT,electricity,dem,d307,10.6416336
LU,LU,electricity,dem,d307,0.535836742
NL,NL,electricity,dem,d307,6.583352968
NO,NO,electricity,dem,d307,10.47044165
PL,PL,electricity,dem,d307,13.59903825
PT,PT,electricity,dem,d307,4.073084426
RO,RO,electricity,dem,d307,4.489092507
SE,SE,electricity,dem,d307,11.39591623
SI,SI,electricity,dem,d307,0.765133652
SK,SK,electricity,dem,d307,1.797823178
UK,UK,electricity,dem,d307,28.40337102
EE,EE,electricity,dem,d307,0.618507009
LT,LT,electricity,dem,d307,0.427403864
LV,LV,electricity,dem,d307,0.554951567
NONEU_Balkan,NONEU_Balkan,electricity,dem,d307,4.738040761
TR,TR,electricity,dem,d307,19.80966294
AT,AT,electricity,dem,d308,4.551343812
BE,BE,electricity,dem,d308,5.642371834
BG,BG,electricity,dem,d308,3.425345212
CH,CH,electricity,dem,d308,8.983348173
CZ,CZ,electricity,dem,d308,5.271772037
DK,DK,electricity,dem,d308,4.656244061
ES,ES,electricity,dem,d308,26.36120239
FI,FI,electricity,dem,d308,2.236227116
FR,FR,electricity,dem,d308,54.85892475
GR,GR,electricity,dem,d308,5.39996648
HR,HR,electricity,dem,d308,1.952126126
HU,HU,electricity,dem,d308,3.362336548
IE,IE,electricity,dem,d308,2.758181267
IT,IT,electricity,dem,d308,14.08028875
LU,LU,electricity,dem,d308,0.675219876
NL,NL,electricity,dem,d308,8.050599879
NO,NO,electricity,dem,d308,11.31955387
PL,PL,electricity,dem,d308,16.59434916
PT,PT,electricity,dem,d308,4.92347123
RO,RO,electricity,dem,d308,5.244705108
SE,SE,electricity,dem,d308,12.63341333
SI,SI,electricity,dem,d308,0.904001778
SK,SK,electricity,dem,d308,2.02835322
UK,UK,electricity,dem,d308,33.76746498
EE,EE,electricity,dem,d308,0.731314638
LT,LT,electricity,dem,d308,0.500762628
LV,LV,electricity,dem,d308,0.638293811
NONEU_Balkan,NONEU_Balkan,electricity,dem,d308,4.681277792
TR,TR,electricity,dem,d308,22.09846879
AT,AT,electricity,dem,d309,4.67587426
BE,BE,electricity,dem,d309,5.892265867
BG,BG,electricity,dem,d309,3.440491125
CH,CH,electricity,dem,d309,9.002212712
CZ,CZ,electricity,dem,d309,5.414313305
DK,DK,electricity,dem,d309,4.61817765
ES,ES,electricity,dem,d309,26.90889967
FI,FI,electricity,dem,d309,2.229453281
FR,FR,electricity,dem,d309,58.18829863
GR,GR,electricity,dem,d309,5.648320006
HR,HR,electricity,dem,d309,1.998165807
HU,HU,electricity,dem,d309,3.518043031
IE,IE,electricity,dem,d309,2.807655699
IT,IT,electricity,dem,d309,15.03877191
LU,LU,electricity,dem,d309,0.697903886
NL,NL,electricity,dem,d309,8.213761722
NO,NO,electricity,dem,d309,11.52544971
PL,PL,electricity,dem,d309,17.36766945
PT,PT,electricity,dem,d309,5.02788864
RO,RO,electricity,dem,d309,5.377611043
SE,SE,electricity,dem,d309,12.79343314
SI,SI,electricity,dem,d309,0.928361487
SK,SK,electricity,dem,d309,2.086961256
UK,UK,electricity,dem,d309,34.84756587
EE,EE,electricity,dem,d309,0.737409733
LT,LT,electricity,dem,d309,0.507326654
LV,LV,electricity,dem,d309,0.637130326
NONEU_Balkan,NONEU_Balkan,electricity,dem,d309,4.780355193
TR,TR,electricity,dem,d309,23.11481448
AT,AT,electricity,dem,d310,4.741965078
BE,BE,electricity,dem,d310,5.924076926
BG,BG,electricity,dem,d310,3.452263304
CH,CH,electricity,dem,d310,8.999205322
CZ,CZ,electricity,dem,d310,5.426358242
DK,DK,electricity,dem,d310,4.693794794
ES,ES,electricity,dem,d310,26.79682659
FI,FI,electricity,dem,d310,2.218664643
FR,FR,electricity,dem,d310,55.2966832
GR,GR,electricity,dem,d310,5.51319341
HR,HR,electricity,dem,d310,1.976084216
HU,HU,electricity,dem,d310,3.498289223
IE,IE,electricity,dem,d310,2.835288086
IT,IT,electricity,dem,d310,15.36891574
LU,LU,electricity,dem,d310,0.690806711
NL,NL,electricity,dem,d310,8.170358349
NO,NO,electricity,dem,d310,11.93511399
PL,PL,electricity,dem,d310,17.55680702
PT,PT,electricity,dem,d310,5.034844919
RO,RO,electricity,dem,d310,5.510823655
SE,SE,electricity,dem,d310,13.13973568
SI,SI,electricity,dem,d310,0.927269237
SK,SK,electricity,dem,d310,2.082906131
UK,UK,electricity,dem,d310,34.97007908
EE,EE,electricity,dem,d310,0.73515229
LT,LT,electricity,dem,d310,0.509157325
LV,LV,electricity,dem,d310,0.650755344
NONEU_Balkan,NONEU_Balkan,electricity,dem,d310,4.809917807
TR,TR,electricity,dem,d310,22.56183126
AT,AT,electricity,dem,d311,4.634280864
BE,BE,electricity,dem,d311,5.911278116
BG,BG,electricity,dem,d311,3.430513485
CH,CH,electricity,dem,d311,8.64378647
CZ,CZ,electricity,dem,d311,5.332139435
DK,DK,electricity,dem,d311,4.731814326
ES,ES,electricity,dem,d311,26.88593874
FI,FI,electricity,dem,d311,2.279894977
FR,FR,electricity,dem,d311,53.61271882
GR,GR,electricity,dem,d311,5.281453423
HR,HR,electricity,dem,d311,1.985553989
HU,HU,electricity,dem,d311,3.516850463
IE,IE,electricity,dem,d311,2.818723313
IT,IT,electricity,dem,d311,15.21456109
LU,LU,electricity,dem,d311,0.690537198
NL,NL,electricity,dem,d311,8.228181126
NO,NO,electricity,dem,d311,12.16339383
PL,PL,electricity,dem,d311,17.65667576
PT,PT,electricity,dem,d311,5.062047631
RO,RO,electricity,dem,d311,5.47869929
SE,SE,electricity,dem,d311,13.1248597
SI,SI,electricity,dem,d311,0.929987161
SK,SK,electricity,dem,d311,2.08841498
UK,UK,electricity,dem,d311,33.97096667
EE,EE,electricity,dem,d311,0.744762546
LT,LT,electricity,dem,d311,0.513956651
LV,LV,electricity,dem,d311,0.658317994
NONEU_Balkan,NONEU_Balkan,electricity,dem,d311,4.893365006
TR,TR,electricity,dem,d311,21.61347373
AT,AT,electricity,dem,d312,4.512815431
BE,BE,electricity,dem,d312,5.781124063
BG,BG,electricity,dem,d312,3.465112207
CH,CH,electricity,dem,d312,8.474962516
CZ,CZ,electricity,dem,d312,5.212603426
DK,DK,electricity,dem,d312,4.557374527
ES,ES,electricity,dem,d312,26.37735422
FI,FI,electricity,dem,d312,2.281819882
FR,FR,electricity,dem,d312,53.88589616
GR,GR,electricity,dem,d312,5.297925369
HR,HR,electricity,dem,d312,1.987168651
HU,HU,electricity,dem,d312,3.487556117
IE,IE,electricity,dem,d312,2.80296479
IT,IT,electricity,dem,d312,15.25629088
LU,LU,electricity,dem,d312,0.696017295
NL,NL,electricity,dem,d312,8.109753305
NO,NO,electricity,dem,d312,11.82655465
PL,PL,electricity,dem,d312,17.39242899
PT,PT,electricity,dem,d312,5.038835626
RO,RO,electricity,dem,d312,5.328236124
SE,SE,electricity,dem,d312,12.67413988
SI,SI,electricity,dem,d312,0.948885622
SK,SK,electricity,dem,d312,2.052275908
UK,UK,electricity,dem,d312,34.60177612
EE,EE,electricity,dem,d312,0.73357208
LT,LT,electricity,dem,d312,0.504275537
LV,LV,electricity,dem,d312,0.643315166
NONEU_Balkan,NONEU_Balkan,electricity,dem,d312,4.79849936
TR,TR,electricity,dem,d312,21.68088244
AT,AT,electricity,dem,d313,4.066072382
BE,BE,electricity,dem,d313,5.126546971
BG,BG,electricity,dem,d313,3.300014573
CH,CH,electricity,dem,d313,7.597351351
CZ,CZ,electricity,dem,d313,4.668497663
DK,DK,electricity,dem,d313,4.135456174
ES,ES,electricity,dem,d313,23.56400729
FI,FI,electricity,dem,d313,2.104536067
FR,FR,electricity,dem,d313,50.34977178
GR,GR,electricity,dem,d313,5.169642419
HR,HR,electricity,dem,d313,1.84791498
HU,HU,electricity,dem,d313,3.220604508
IE,IE,electricity,dem,d313,2.596015073
IT,IT,electricity,dem,d313,13.40838054
LU,LU,electricity,dem,d313,0.609773139
NL,NL,electricity,dem,d313,7.161725897
NO,NO,electricity,dem,d313,11.20128247
PL,PL,electricity,dem,d313,15.71645344
PT,PT,electricity,dem,d313,4.470471018
RO,RO,electricity,dem,d313,5.108694073
SE,SE,electricity,dem,d313,11.72756482
SI,SI,electricity,dem,d313,0.882969619
SK,SK,electricity,dem,d313,1.897518048
UK,UK,electricity,dem,d313,31.91900399
EE,EE,electricity,dem,d313,0.655948306
LT,LT,electricity,dem,d313,0.458871607
